Date,Headline,Sentence
"APRIL 16, 202",Apple to reopen its sole branded store in South Korea on April 18,"Apple Inc said on Thursday it would reopen its sole retail store in South Korea on April 18, marking it the first site to return to business after it closed all stores outside Greater China last month due to the coronavirus outbreak."
"APRIL 16, 202",Apple's budget iPhone unlikely to make splash in China: Weibo poll,"Apple Inc's <AAPL.O> new iPhone SE for the budget-conscious is unlikely to be a major driver of sales in China, a Weibo survey suggested, with analysts noting its lacks of 5G capability."
"APRIL 16, 202",Apple's new budget iPhone unlikely to make splash in China where 5G now commonplace,"Apple Inc's new iPhone SE for the budget-conscious is unlikely to be a major driver of sales in China, with analysts noting it lacks the 5G capability that most new Chinese smartphones in a similar price range offer."
"APRIL 15, 202","U.S. senator says Apple, Google need to show contact tracing will not violate privacy","Smartphone software makers Alphabet's Google and Apple will have to convince the public that any contact tracing technology to track who has been exposed to the new coronavirus will not lead to a violation of their privacy, Senator Richard Blumenthal said on Wednesday."
"APRIL 15, 202",Apple has a $399 iPhone SE for the budget-conscious as coronavirus stalls economy,"Apple Inc <AAPL.O> on Wednesday released a smaller iPhone priced at $399, cutting the starting price for the company's smartphone line in a move to broaden its appeal to budget-conscious customers as the coronavirus hobbles the global economy."
"APRIL 15, 202","U.S. senator says Apple, Google must convince public that contact tracing will not violate privacy","Smartphone software makers Alphabet's Google and Apple need to convince the public that their efforts to build apps to help track who has been exposed to the new coronavirus will not lead to a violation of their privacy, Senator Richard Blumenthal said in a statement on..."
"APRIL 15, 202",Apple releases budget iPhone SE priced at $399 as coronavirus stalls economy,"Apple Inc on Wednesday released a smaller iPhone priced at $399, cutting the starting price for the company's smartphone line in a move to broaden its appeal to budget-conscious customers as the coronavirus hobbles the global economy."
"APRIL 15, 202",Apple-Google alliance welcomed by European coronavirus app platform,"An Apple collaboration with Google will make it quicker to get systems for tracing coronavirus infections up and running, the prime mover behind a European effort to support the smartphone technology says."
"APRIL 14, 202",Apple launches site to show how coronavirus lockdowns affect movement,Apple Inc <AAPL.O> said on Tuesday it would release data that could help inform public health authorities on whether people are driving less during lockdown orders to slow the spread of the new coronavirus.
"APRIL 14, 202",Apple launches tool to track people movement to curb virus spread,"Apple Inc said on Tuesday it has released a tool based on Apple Maps that will help governments fight the spread of coronavirus by showing the change in volume of people driving, walking or taking public transit."
"APRIL 14, 202",Apple shipped 2.5 million iPhones in China in March following virus slump: government data,"Apple Inc <AAPL.O> shipped roughly 2.5 million iPhones in China in March, a slight rebound after one of its worst months in the country ever, according to government data published on Friday."
"APRIL 10, 202","Apple, Google plan software to slow virus, joining global debate on tracking",Apple Inc <AAPL.O> and Alphabet Inc's <GOOGL.O> Google said on Friday that they will work together to create contact tracing technology that aims to slow the spread of the coronavirus by allowing users to opt into logging other phones they have been near.
"APRIL 10, 202","Apple, Google to create contact tracing technology to fight coronavirus spread",Apple Inc <AAPL.O> and Alphabet Inc's <GOOGL.O> Google said on Friday that they will work together to create contact tracing technology that aims to slow the spread of the coronavirus by allowing users to opt into a system that catalogs other phones they have been near.
"APRIL 9, 2020",Chinese online retailers offer discounts on iPhone 11 as country recovers from coronavirus,"Several Chinese online retailers have offered discounts on Apple Inc's iPhone 11, Reuters checks on Thursday revealed."
"APRIL 6, 2020",Apple supplier Foxconn's sales down 7.7% in March,"Sales at Taiwan's Hon Hai Precision Industry, a key supplier of Apple Inc's products known by its trade name Foxconn, were down by 7.7% in March."
"APRIL 1, 2020",Apple will stop taking cut of some Amazon video purchases on App Store,"Apple Inc said on Wednesday it would stop taking a cut of some sales for ""qualifying"" streaming video services on iPhones and other Apple devices, including Amazon.com's Prime Video."
"APRIL 1, 2020","Tile says Apple's behavior is anticompetitive and has 'gotten worse, not better'","Tile Inc, which helps users find lost items, told a congressional panel on Wednesday that Apple failed to live up to promises aimed at resolving a dispute between the two companies and introduced requirements that would hurt their business."
"APRIL 1, 2020",Apple doubles China donations for COVID-19 recovery efforts,"Apple more than doubled its donation to China's efforts to fight COVID-19 to over 50 million yuan ($7 million), CEO Tim Cook posted on Weibo on Wednesday, weeks after the iPhone maker said it had opened all its 42 stores in one of its largest markets."
"MARCH 31, 202",US STOCKS-S&P 500 heads for worst first quarter since 1938,"* Indexes up: Dow 0.18%, S&P 0.02%, Nasdaq 0.66% (Updates to open, adds comment)"
"MARCH 31, 202",CORRECTED-US STOCKS-S&P 500 set for worst first quarter since 1938,"Wall Street was set to open lower on Tuesday, with the S&P 500 headed for its worst first quarter since 1938 as evidence grew of the scale of the damage caused by the collapse in oil prices and business activity due to the coronavirus."
"MARCH 31, 202",Apple supplier Japan Display finalises deal to raise $200 million from 'customer',"Japan Display said on Tuesday it has finalised a deal to raise $200 million from ""an overseas customer,"" which sources have said is Apple."
"MARCH 29, 202","RPT-Apple's factories are running, but suppliers wary about iPhone demand","As China reopens its economy after months of lockdown, Apple Inc's iPhone factories are largely up and running. But with the coronavirus pandemic spreading across the world, the urgent question for the company is how many buyers there will be both for current models and..."
"MARCH 27, 202","Apple's factories are running, but suppliers wary about iPhone demand","As China reopens its economy after months of lockdown, Apple Inc's <AAPL.O> iPhone factories are largely up and running. But with the coronavirus pandemic spreading across the world, the urgent question for the company is how many buyers there will be both for current models..."
"MARCH 27, 202",Apple works with White House to release 'COVID-19' app,Apple Inc and the White House said on Friday that the iPhone maker worked with the Trump administration and federal agencies to release an app that will direct users to guidance from the Centers for Disease Control on the disease caused by the coronavirus.
"MARCH 24, 202",Apple expects to start reopening some stores in first half of April: Bloomberg News,"Apple Inc could start re-opening some of its retail stores in the first half of April, Bloomberg reported on Tuesday, citing an internal memo."
"MARCH 23, 202",DOJ backs prolific patent litigant in antitrust fight with Apple,Antitrust enforcers in the Justice Department have urged a judge to dismiss claims by Apple Inc and Intel Corp that a SoftBank Group Corp subsidiary violated competition laws by stockpiling patents and demanding billions of dollars in licensing fees.
"MARCH 23, 202",U.S. trade regulators approve tariff exemption for Apple Watches,"U.S. trade regulators have approved Apple Inc's <AAPL.O> request to waive tariffs on China-made Apple Watches, the Office of the United States Trade Representative said in a letter dated Friday."
"MARCH 23, 202","Ireland cannot tap Apple tax fund for coronavirus fight, PM says","Ireland cannot use the more than 14 billion euros in disputed taxes it has collected from Apple <AAPL.O> pending a European court appeal to boost the economy in the fight against coronavirus, Prime Minister Leo Varadkar said on Monday."
"MARCH 23, 202",Apple scraps curbs on online buyers of iPhones amid virus outbreak,"Apple has dropped a two-device limit on online purchases of iPhones, a check of its web stores showed on Monday, just days after changing the checkout procedure amid a coronavirus pandemic."
"MARCH 20, 202",Apple limits online iPhone purchases to two per person amid coronavirus,"Apple Inc <AAPL.O> is limiting customer purchases of iPhones over its online stores in many countries including the United States and China to a maximum of two handsets per person, checks on its website on Friday revealed."
"MARCH 18, 202",Apple brings back 'scissor' keyboards in latest MacBook Air,"Apple Inc <AAPL.O> launched an updated version of its MacBook Air on Wednesday, modifying keyboards on its laptop line that have faced criticism for typing-related problems."
